node_id,paper_ref,direct_predecessors,legacy_files,legacy_declarations,normalized_input,normalized_outcomes,observed_legacy_ct_ids,required_features,new_file,parity_module,legacy_kernel,new_kernel,parity_status,math_status,work_status,web_evidence,status,blocker
146,original_erdos_64_proof.tex node 146,145,examples/erdos_64_eg/Erdos64EG/Node146.lean,,node 145 residual,route-eight density decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node146.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node146.lean,fresh,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,clean baseline not frozen
147,original_erdos_64_proof.tex node 147,146,examples/erdos_64_eg/Erdos64EG/Node147.lean,,node 146 residual,route-eight collision terminal,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node147.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node147.lean,fresh,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,clean baseline not frozen
148,original_erdos_64_proof.tex node 148,146,examples/erdos_64_eg/Erdos64EG/Node148.lean,,node 146 residual,live-hot entropy-cap decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node148.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node148.lean,fresh,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,clean baseline not frozen
149,original_erdos_64_proof.tex node 149,148,examples/erdos_64_eg/Erdos64EG/Node149.lean,,node 148 residual,P13 density-cap terminal,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node149.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node149.lean,fresh,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,clean baseline not frozen
150,original_erdos_64_proof.tex node 150,148,examples/erdos_64_eg/Erdos64EG/Node150.lean,,node 148 residual,cold-mass residual,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node150.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node150.lean,fresh,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,clean baseline not frozen
151,original_erdos_64_proof.tex node 151,150,examples/erdos_64_eg/Erdos64EG/Node151.lean,,node 150 residual,ambient-cubic cold-window reduction,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node151.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node151.lean,fresh,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,clean baseline not frozen
152,original_erdos_64_proof.tex node 152,151,examples/erdos_64_eg/Erdos64EG/Node152.lean,,node 151 residual,cold-window stub excess,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node152.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node152.lean,fresh,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,clean baseline not frozen
153,original_erdos_64_proof.tex node 153,152,examples/erdos_64_eg/Erdos64EG/Node153.lean,,node 152 residual,cold-corridor first-failure extraction,,ct.ct6,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node153.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node153.lean,fresh,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,clean baseline not frozen
154,original_erdos_64_proof.tex node 154,153,examples/erdos_64_eg/Erdos64EG/Node154.lean,,node 153 residual,bounded-germ trichotomy,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node154.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node154.lean,fresh,missing,not_run,not_assessed,not_captured,,inventoried,clean baseline not frozen
155,original_erdos_64_proof.tex node 155,154,examples/erdos_64_eg/Erdos64EG/Node155.lean,,node 154 residual,G1 dyadic-cycle terminal,,ct.ct1,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node155.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node155.lean,fresh,missing,not_run,not_assessed,not_captured,,inventoried,clean baseline not frozen
156,original_erdos_64_proof.tex node 156,154,examples/erdos_64_eg/Erdos64EG/Node156.lean,,node 154 residual,G2 target-defect residual,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node156.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node156.lean,fresh,missing,not_run,not_assessed,not_captured,,inventoried,clean baseline not frozen
157,original_erdos_64_proof.tex node 157,154,examples/erdos_64_eg/Erdos64EG/Node157.lean,,node 154 residual,G3 same-interface compression,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node157.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node157.lean,fresh,missing,not_run,not_assessed,not_captured,,inventoried,clean baseline not frozen
